Word,Document Frequency,Postings
indic,3,"[{'course_id': 'ADM 5352', 'doc_id': 111, 'term_frequency': 1}, {'course_id': 'PSY 3109', 'doc_id': 186, 'term_frequency': 1}, {'course_id': 'PSY 3142', 'doc_id': 196, 'term_frequency': 1}]"
indistinguish,1,"[{'course_id': 'CSI 4108', 'doc_id': 574, 'term_frequency': 1}]"
individu,16,"[{'course_id': 'ADM 2372', 'doc_id': 17, 'term_frequency': 1}, {'course_id': 'ADM 3321', 'doc_id': 29, 'term_frequency': 1}, {'course_id': 'ADM 3345', 'doc_id': 37, 'term_frequency': 2}, {'course_id': 'PSY 3102', 'doc_id': 182, 'term_frequency': 1}, {'course_id': 'PSY 3173', 'doc_id': 198, 'term_frequency': 1}, {'course_id': 'PSY 4181', 'doc_id': 216, 'term_frequency': 1}, {'course_id': 'PSY 4310', 'doc_id': 221, 'term_frequency': 1}, {'course_id': 'PSY 4372', 'doc_id': 224, 'term_frequency': 1}, {'course_id': 'PSY 5207', 'doc_id': 246, 'term_frequency': 3}, {'course_id': 'PSY 6103', 'doc_id': 267, 'term_frequency': 1}, {'course_id': 'PSY 6109', 'doc_id': 271, 'term_frequency': 1}, {'course_id': 'PSY 6391', 'doc_id': 306, 'term_frequency': 1}, {'course_id': 'PSY 6901', 'doc_id': 307, 'term_frequency': 1}, {'course_id': 'PSY 7104', 'doc_id': 338, 'term_frequency': 1}, {'course_id': 'PSY 7904', 'doc_id': 350, 'term_frequency': 1}, {'course_id': 'CSI 4900', 'doc_id': 590, 'term_frequency': 1}]"
induc,1,"[{'course_id': 'MAT 4343', 'doc_id': 434, 'term_frequency': 1}]"
induct,6,"[{'course_id': 'PSY 6118', 'doc_id': 277, 'term_frequency': 1}, {'course_id': 'PSY 6918', 'doc_id': 312, 'term_frequency': 1}, {'course_id': 'MAT 1348', 'doc_id': 370, 'term_frequency': 1}, {'course_id': 'MAT 2348', 'doc_id': 384, 'term_frequency': 1}, {'course_id': 'MAT 2362', 'doc_id': 386, 'term_frequency': 1}, {'course_id': 'CSI 2101', 'doc_id': 556, 'term_frequency': 1}]"
industri,13,"[{'course_id': 'ADM 3322', 'doc_id': 30, 'term_frequency': 1}, {'course_id': 'ADM 3334', 'doc_id': 34, 'term_frequency': 2}, {'course_id': 'ADM 5320', 'doc_id': 104, 'term_frequency': 1}, {'course_id': 'ADM 5342', 'doc_id': 108, 'term_frequency': 1}, {'course_id': 'ADM 6276', 'doc_id': 121, 'term_frequency': 1}, {'course_id': 'ADM 6277', 'doc_id': 122, 'term_frequency': 1}, {'course_id': 'ADM 6319', 'doc_id': 132, 'term_frequency': 1}, {'course_id': 'ADM 6326', 'doc_id': 139, 'term_frequency': 1}, {'course_id': 'ADM 6332', 'doc_id': 142, 'term_frequency': 2}, {'course_id': 'ADM 6367', 'doc_id': 157, 'term_frequency': 1}, {'course_id': 'PSY 3124', 'doc_id': 190, 'term_frequency': 1}, {'course_id': 'PSY 6002', 'doc_id': 256, 'term_frequency': 1}, {'course_id': 'MAT 5996', 'doc_id': 534, 'term_frequency': 1}]"
inequ,3,"[{'course_id': 'ADM 4319', 'doc_id': 63, 'term_frequency': 1}, {'course_id': 'MAT 1318', 'doc_id': 362, 'term_frequency': 1}, {'course_id': 'MAT 1325', 'doc_id': 365, 'term_frequency': 1}]"
inf,1,"[{'course_id': 'MAT 2125', 'doc_id': 378, 'term_frequency': 1}]"
infanc,2,"[{'course_id': 'PSY 3135', 'doc_id': 194, 'term_frequency': 1}, {'course_id': 'PSY 3378', 'doc_id': 205, 'term_frequency': 1}]"
infer,12,"[{'course_id': 'ADM 5300', 'doc_id': 102, 'term_frequency': 1}, {'course_id': 'PSY 2116', 'doc_id': 177, 'term_frequency': 1}, {'course_id': 'PSY 6118', 'doc_id': 277, 'term_frequency': 1}, {'course_id': 'PSY 6918', 'doc_id': 312, 'term_frequency': 1}, {'course_id': 'MAT 2375', 'doc_id': 388, 'term_frequency': 2}, {'course_id': 'MAT 3373', 'doc_id': 407, 'term_frequency': 1}, {'course_id': 'MAT 3378', 'doc_id': 410, 'term_frequency': 1}, {'course_id': 'MAT 4175', 'doc_id': 431, 'term_frequency': 1}, {'course_id': 'MAT 4378', 'doc_id': 444, 'term_frequency': 1}, {'course_id': 'MAT 5176', 'doc_id': 491, 'term_frequency': 4}, {'course_id': 'MAT 5375', 'doc_id': 530, 'term_frequency': 1}, {'course_id': 'CSI 5126', 'doc_id': 606, 'term_frequency': 1}]"
inferenti,1,"[{'course_id': 'PSY 2106', 'doc_id': 174, 'term_frequency': 1}]"
infertil,1,"[{'course_id': 'PSY 3123', 'doc_id': 189, 'term_frequency': 1}]"
infimum,1,"[{'course_id': 'MAT 2125', 'doc_id': 378, 'term_frequency': 1}]"
infinit,2,"[{'course_id': 'MAT 3101', 'doc_id': 393, 'term_frequency': 1}, {'course_id': 'MAT 5133', 'doc_id': 460, 'term_frequency': 1}]"
inflat,1,"[{'course_id': 'ADM 5352', 'doc_id': 111, 'term_frequency': 1}]"
inflect,1,"[{'course_id': 'MAT 1339', 'doc_id': 368, 'term_frequency': 1}]"
influenc,9,"[{'course_id': 'ADM 5310', 'doc_id': 103, 'term_frequency': 1}, {'course_id': 'ADM 6358', 'doc_id': 154, 'term_frequency': 1}, {'course_id': 'PSY 2110', 'doc_id': 175, 'term_frequency': 1}, {'course_id': 'PSY 3135', 'doc_id': 194, 'term_frequency': 1}, {'course_id': 'PSY 5113', 'doc_id': 234, 'term_frequency': 1}, {'course_id': 'PSY 6102', 'doc_id': 266, 'term_frequency': 1}, {'course_id': 'PSY 6114', 'doc_id': 273, 'term_frequency': 1}, {'course_id': 'PSY 6903', 'doc_id': 308, 'term_frequency': 1}, {'course_id': 'CSI 2120', 'doc_id': 558, 'term_frequency': 1}]"
inform,34,"[{'course_id': 'ADM 1340', 'doc_id': 4, 'term_frequency': 1}, {'course_id': 'ADM 1370', 'doc_id': 5, 'term_frequency': 1}, {'course_id': 'ADM 2352', 'doc_id': 16, 'term_frequency': 1}, {'course_id': 'ADM 2372', 'doc_id': 17, 'term_frequency': 2}, {'course_id': 'ADM 3302', 'doc_id': 21, 'term_frequency': 1}, {'course_id': 'ADM 3316', 'doc_id': 25, 'term_frequency': 1}, {'course_id': 'ADM 3363', 'doc_id': 46, 'term_frequency': 2}, {'course_id': 'ADM 3378', 'doc_id': 47, 'term_frequency': 1}, {'course_id': 'ADM 4103', 'doc_id': 55, 'term_frequency': 2}, {'course_id': 'ADM 4312', 'doc_id': 58, 'term_frequency': 1}, {'course_id': 'ADM 4346', 'doc_id': 78, 'term_frequency': 2}, {'course_id': 'ADM 5370', 'doc_id': 114, 'term_frequency': 4}, {'course_id': 'ADM 6276', 'doc_id': 121, 'term_frequency': 1}, {'course_id': 'ADM 6281', 'doc_id': 124, 'term_frequency': 1}, {'course_id': 'ADM 6330', 'doc_id': 140, 'term_frequency': 1}, {'course_id': 'ADM 6336', 'doc_id': 144, 'term_frequency': 1}, {'course_id': 'ADM 6340', 'doc_id': 145, 'term_frequency': 1}, {'course_id': 'ADM 6376', 'doc_id': 160, 'term_frequency': 1}, {'course_id': 'ADM 6377', 'doc_id': 161, 'term_frequency': 2}, {'course_id': 'PSY 3378', 'doc_id': 205, 'term_frequency': 1}, {'course_id': 'MAT 1348', 'doc_id': 370, 'term_frequency': 1}, {'course_id': 'MAT 2362', 'doc_id': 386, 'term_frequency': 1}, {'course_id': 'MAT 5190', 'doc_id': 498, 'term_frequency': 1}, {'course_id': 'CSI 2101', 'doc_id': 556, 'term_frequency': 1}, {'course_id': 'CSI 4106', 'doc_id': 572, 'term_frequency': 1}, {'course_id': 'CSI 4107', 'doc_id': 573, 'term_frequency': 5}, {'course_id': 'CSI 4139', 'doc_id': 584, 'term_frequency': 1}, {'course_id': 'CSI 5124', 'doc_id': 605, 'term_frequency': 1}, {'course_id': 'CSI 5129', 'doc_id': 609, 'term_frequency': 1}, {'course_id': 'CSI 5135', 'doc_id': 612, 'term_frequency': 1}, {'course_id': 'CSI 5152', 'doc_id': 624, 'term_frequency': 1}, {'course_id': 'CSI 5153', 'doc_id': 625, 'term_frequency': 1}, {'course_id': 'CSI 5308', 'doc_id': 642, 'term_frequency': 1}, {'course_id': 'CSI 5386', 'doc_id': 647, 'term_frequency': 1}]"
infrastructur,5,"[{'course_id': 'ADM 2372', 'doc_id': 17, 'term_frequency': 1}, {'course_id': 'CSI 3140', 'doc_id': 567, 'term_frequency': 1}, {'course_id': 'CSI 5105', 'doc_id': 594, 'term_frequency': 1}, {'course_id': 'CSI 5116', 'doc_id': 601, 'term_frequency': 1}, {'course_id': 'CSI 5161', 'doc_id': 628, 'term_frequency': 1}]"
inherit,1,"[{'course_id': 'CSI 5113', 'doc_id': 599, 'term_frequency': 1}]"
initi,4,"[{'course_id': 'ADM 6279', 'doc_id': 123, 'term_frequency': 1}, {'course_id': 'ADM 6362', 'doc_id': 155, 'term_frequency': 1}, {'course_id': 'CSI 9997', 'doc_id': 665, 'term_frequency': 2}, {'course_id': 'CSI 9998', 'doc_id': 666, 'term_frequency': 1}]"
inject,2,"[{'course_id': 'MAT 4141', 'doc_id': 418, 'term_frequency': 1}, {'course_id': 'MAT 5141', 'doc_id': 462, 'term_frequency': 1}]"
inner,2,"[{'course_id': 'MAT 2141', 'doc_id': 379, 'term_frequency': 1}, {'course_id': 'MAT 2342', 'doc_id': 383, 'term_frequency': 1}]"
innov,4,"[{'course_id': 'ADM 4316', 'doc_id': 60, 'term_frequency': 3}, {'course_id': 'ADM 4338', 'doc_id': 71, 'term_frequency': 1}, {'course_id': 'ADM 4903', 'doc_id': 95, 'term_frequency': 1}, {'course_id': 'ADM 6326', 'doc_id': 139, 'term_frequency': 1}]"
input,2,"[{'course_id': 'ADM 6382', 'doc_id': 163, 'term_frequency': 1}, {'course_id': 'MAT 3379', 'doc_id': 411, 'term_frequency': 1}]"
inputoutput,1,"[{'course_id': 'CSI 3131', 'doc_id': 566, 'term_frequency': 1}]"
insight,1,"[{'course_id': 'ADM 3316', 'doc_id': 25, 'term_frequency': 1}]"
inspect,1,"[{'course_id': 'CSI 5122', 'doc_id': 604, 'term_frequency': 1}]"
instantan,2,"[{'course_id': 'MAT 1318', 'doc_id': 362, 'term_frequency': 2}, {'course_id': 'MAT 1339', 'doc_id': 368, 'term_frequency': 1}]"
instead,1,"[{'course_id': 'MAT 1308', 'doc_id': 361, 'term_frequency': 2}]"
institut,4,"[{'course_id': 'ADM 3318', 'doc_id': 27, 'term_frequency': 1}, {'course_id': 'ADM 4319', 'doc_id': 63, 'term_frequency': 2}, {'course_id': 'ADM 6260', 'doc_id': 116, 'term_frequency': 1}, {'course_id': 'ADM 6358', 'doc_id': 154, 'term_frequency': 1}]"
instruct,2,"[{'course_id': 'PSY 6144', 'doc_id': 285, 'term_frequency': 1}, {'course_id': 'PSY 6941', 'doc_id': 319, 'term_frequency': 1}]"
instructor,1,"[{'course_id': 'MAT 5161', 'doc_id': 477, 'term_frequency': 1}]"
instrument,6,"[{'course_id': 'ADM 3351', 'doc_id': 41, 'term_frequency': 1}, {'course_id': 'ADM 5310', 'doc_id': 103, 'term_frequency': 1}, {'course_id': 'ADM 6351', 'doc_id': 150, 'term_frequency': 1}, {'course_id': 'PSY 5202', 'doc_id': 243, 'term_frequency': 3}, {'course_id': 'PSY 6152', 'doc_id': 290, 'term_frequency': 1}, {'course_id': 'PSY 6952', 'doc_id': 324, 'term_frequency': 1}]"
insult,1,"[{'course_id': 'PSY 4180', 'doc_id': 215, 'term_frequency': 1}]"
integ,7,"[{'course_id': 'ADM 6383', 'doc_id': 164, 'term_frequency': 1}, {'course_id': 'MAT 1362', 'doc_id': 371, 'term_frequency': 2}, {'course_id': 'MAT 4349', 'doc_id': 436, 'term_frequency': 1}, {'course_id': 'MAT 5160', 'doc_id': 476, 'term_frequency': 1}, {'course_id': 'MAT 5341', 'doc_id': 527, 'term_frequency': 1}, {'course_id': 'CSI 2101', 'doc_id': 556, 'term_frequency': 1}, {'course_id': 'CSI 4150', 'doc_id': 589, 'term_frequency': 1}]"
integr,50,"[{'course_id': 'ADM 3302', 'doc_id': 21, 'term_frequency': 2}, {'course_id': 'ADM 3326', 'doc_id': 32, 'term_frequency': 1}, {'course_id': 'ADM 3346', 'doc_id': 38, 'term_frequency': 1}, {'course_id': 'ADM 3363', 'doc_id': 46, 'term_frequency': 1}, {'course_id': 'ADM 4311', 'doc_id': 57, 'term_frequency': 2}, {'course_id': 'ADM 4319', 'doc_id': 63, 'term_frequency': 1}, {'course_id': 'ADM 4339', 'doc_id': 72, 'term_frequency': 1}, {'course_id': 'ADM 4340', 'doc_id': 73, 'term_frequency': 1}, {'course_id': 'ADM 4345', 'doc_id': 77, 'term_frequency': 1}, {'course_id': 'ADM 4379', 'doc_id': 91, 'term_frequency': 1}, {'course_id': 'ADM 6271', 'doc_id': 118, 'term_frequency': 1}, {'course_id': 'ADM 6275', 'doc_id': 120, 'term_frequency': 1}, {'course_id': 'ADM 6287', 'doc_id': 126, 'term_frequency': 1}, {'course_id': 'ADM 6373', 'doc_id': 159, 'term_frequency': 1}, {'course_id': 'PSY 3171', 'doc_id': 197, 'term_frequency': 1}, {'course_id': 'PSY 3301', 'doc_id': 200, 'term_frequency': 1}, {'course_id': 'PSY 5104', 'doc_id': 231, 'term_frequency': 1}, {'course_id': 'PSY 5202', 'doc_id': 243, 'term_frequency': 3}, {'course_id': 'PSY 6146', 'doc_id': 287, 'term_frequency': 1}, {'course_id': 'PSY 6202', 'doc_id': 305, 'term_frequency': 1}, {'course_id': 'PSY 6946', 'doc_id': 321, 'term_frequency': 1}, {'course_id': 'PSY 7124', 'doc_id': 347, 'term_frequency': 1}, {'course_id': 'MAT 1300', 'doc_id': 358, 'term_frequency': 1}, {'course_id': 'MAT 1303', 'doc_id': 360, 'term_frequency': 2}, {'course_id': 'MAT 1308', 'doc_id': 361, 'term_frequency': 1}, {'course_id': 'MAT 1320', 'doc_id': 363, 'term_frequency': 4}, {'course_id': 'MAT 1322', 'doc_id': 364, 'term_frequency': 2}, {'course_id': 'MAT 1330', 'doc_id': 366, 'term_frequency': 4}, {'course_id': 'MAT 1332', 'doc_id': 367, 'term_frequency': 3}, {'course_id': 'MAT 2122', 'doc_id': 377, 'term_frequency': 3}, {'course_id': 'MAT 2125', 'doc_id': 378, 'term_frequency': 2}, {'course_id': 'MAT 2322', 'doc_id': 381, 'term_frequency': 3}, {'course_id': 'MAT 2384', 'doc_id': 391, 'term_frequency': 1}, {'course_id': 'MAT 3121', 'doc_id': 395, 'term_frequency': 1}, {'course_id': 'MAT 3380', 'doc_id': 412, 'term_frequency': 1}, {'course_id': 'MAT 4125', 'doc_id': 415, 'term_frequency': 2}, {'course_id': 'MAT 4143', 'doc_id': 420, 'term_frequency': 1}, {'course_id': 'MAT 4170', 'doc_id': 429, 'term_frequency': 1}, {'course_id': 'MAT 5125', 'doc_id': 456, 'term_frequency': 2}, {'course_id': 'MAT 5142', 'doc_id': 463, 'term_frequency': 1}, {'course_id': 'MAT 5144', 'doc_id': 465, 'term_frequency': 1}, {'course_id': 'MAT 5170', 'doc_id': 485, 'term_frequency': 1}, {'course_id': 'MAT 5173', 'doc_id': 488, 'term_frequency': 1}, {'course_id': 'MAT 5185', 'doc_id': 496, 'term_frequency': 1}, {'course_id': 'CSI 3130', 'doc_id': 565, 'term_frequency': 1}, {'course_id': 'CSI 4142', 'doc_id': 587, 'term_frequency': 1}, {'course_id': 'CSI 5100', 'doc_id': 591, 'term_frequency': 2}, {'course_id': 'CSI 5115', 'doc_id': 600, 'term_frequency': 1}, {'course_id': 'CSI 5122', 'doc_id': 604, 'term_frequency': 1}, {'course_id': 'CSI 5380', 'doc_id': 646, 'term_frequency': 1}]"
intellectu,7,"[{'course_id': 'ADM 4316', 'doc_id': 60, 'term_frequency': 1}, {'course_id': 'ADM 6274', 'doc_id': 119, 'term_frequency': 1}, {'course_id': 'ADM 6286', 'doc_id': 125, 'term_frequency': 1}, {'course_id': 'PSY 3105', 'doc_id': 184, 'term_frequency': 1}, {'course_id': 'PSY 5202', 'doc_id': 243, 'term_frequency': 3}, {'course_id': 'CSI 2911', 'doc_id': 561, 'term_frequency': 1}, {'course_id': 'CSI 5168', 'doc_id': 634, 'term_frequency': 1}]"
intellig,16,"[{'course_id': 'ADM 1370', 'doc_id': 5, 'term_frequency': 1}, {'course_id': 'ADM 2372', 'doc_id': 17, 'term_frequency': 1}, {'course_id': 'ADM 3316', 'doc_id': 25, 'term_frequency': 2}, {'course_id': 'ADM 4325', 'doc_id': 65, 'term_frequency': 1}, {'course_id': 'ADM 4326', 'doc_id': 66, 'term_frequency': 1}, {'course_id': 'ADM 6275', 'doc_id': 120, 'term_frequency': 1}, {'course_id': 'ADM 6287', 'doc_id': 126, 'term_frequency': 1}, {'course_id': 'PSY 1102', 'doc_id': 172, 'term_frequency': 1}, {'course_id': 'PSY 3128', 'doc_id': 192, 'term_frequency': 1}, {'course_id': 'PSY 3307', 'doc_id': 203, 'term_frequency': 1}, {'course_id': 'PSY 4127', 'doc_id': 210, 'term_frequency': 1}, {'course_id': 'PSY 6391', 'doc_id': 306, 'term_frequency': 1}, {'course_id': 'CSI 4106', 'doc_id': 572, 'term_frequency': 2}, {'course_id': 'CSI 4107', 'doc_id': 573, 'term_frequency': 1}, {'course_id': 'CSI 5180', 'doc_id': 639, 'term_frequency': 1}, {'course_id': 'CSI 5183', 'doc_id': 640, 'term_frequency': 1}]"
intend,3,"[{'course_id': 'PSY 6002', 'doc_id': 256, 'term_frequency': 1}, {'course_id': 'MAT 1302', 'doc_id': 359, 'term_frequency': 1}, {'course_id': 'MAT 4900', 'doc_id': 447, 'term_frequency': 1}]"
intens,1,"[{'course_id': 'MAT 5182', 'doc_id': 495, 'term_frequency': 1}]"
inter,4,"[{'course_id': 'ADM 6276', 'doc_id': 121, 'term_frequency': 1}, {'course_id': 'ADM 6281', 'doc_id': 124, 'term_frequency': 1}, {'course_id': 'ADM 6376', 'doc_id': 160, 'term_frequency': 1}, {'course_id': 'PSY 5113', 'doc_id': 234, 'term_frequency': 1}]"
interact,15,"[{'course_id': 'ADM 6319', 'doc_id': 132, 'term_frequency': 1}, {'course_id': 'ADM 6393', 'doc_id': 166, 'term_frequency': 1}, {'course_id': 'PSY 3135', 'doc_id': 194, 'term_frequency': 1}, {'course_id': 'PSY 3136', 'doc_id': 195, 'term_frequency': 1}, {'course_id': 'PSY 4181', 'doc_id': 216, 'term_frequency': 1}, {'course_id': 'PSY 6146', 'doc_id': 287, 'term_frequency': 2}, {'course_id': 'PSY 6147', 'doc_id': 288, 'term_frequency': 1}, {'course_id': 'PSY 6946', 'doc_id': 321, 'term_frequency': 2}, {'course_id': 'PSY 6947', 'doc_id': 322, 'term_frequency': 1}, {'course_id': 'CSI 4130', 'doc_id': 581, 'term_frequency': 1}, {'course_id': 'CSI 5135', 'doc_id': 612, 'term_frequency': 1}, {'course_id': 'CSI 5136', 'doc_id': 613, 'term_frequency': 1}, {'course_id': 'CSI 5161', 'doc_id': 628, 'term_frequency': 1}, {'course_id': 'CSI 5167', 'doc_id': 633, 'term_frequency': 1}, {'course_id': 'CSI 7314', 'doc_id': 662, 'term_frequency': 1}]"
interconnect,2,"[{'course_id': 'ADM 4319', 'doc_id': 63, 'term_frequency': 1}, {'course_id': 'CSI 4140', 'doc_id': 585, 'term_frequency': 1}]"
intercultur,2,"[{'course_id': 'ADM 3319', 'doc_id': 28, 'term_frequency': 5}, {'course_id': 'PSY 3102', 'doc_id': 182, 'term_frequency': 1}]"
interdepend,1,"[{'course_id': 'ADM 6344', 'doc_id': 148, 'term_frequency': 1}]"
interest,14,"[{'course_id': 'ADM 3351', 'doc_id': 41, 'term_frequency': 1}, {'course_id': 'ADM 4964', 'doc_id': 98, 'term_frequency': 2}, {'course_id': 'ADM 4998', 'doc_id': 100, 'term_frequency': 2}, {'course_id': 'ADM 4999', 'doc_id': 101, 'term_frequency': 2}, {'course_id': 'ADM 6351', 'doc_id': 150, 'term_frequency': 2}, {'course_id': 'ADM 6354', 'doc_id': 152, 'term_frequency': 1}, {'course_id': 'PSY 3307', 'doc_id': 203, 'term_frequency': 1}, {'course_id': 'PSY 4127', 'doc_id': 210, 'term_frequency': 1}, {'course_id': 'MAT 4372', 'doc_id': 438, 'term_frequency': 1}, {'course_id': 'MAT 4900', 'doc_id': 447, 'term_frequency': 1}, {'course_id': 'MAT 5161', 'doc_id': 477, 'term_frequency': 1}, {'course_id': 'CSI 5112', 'doc_id': 598, 'term_frequency': 1}, {'course_id': 'CSI 5161', 'doc_id': 628, 'term_frequency': 1}, {'course_id': 'CSI 5163', 'doc_id': 629, 'term_frequency': 1}]"
interfac,6,"[{'course_id': 'CSI 2372', 'doc_id': 560, 'term_frequency': 1}, {'course_id': 'CSI 3140', 'doc_id': 567, 'term_frequency': 1}, {'course_id': 'CSI 5116', 'doc_id': 601, 'term_frequency': 1}, {'course_id': 'CSI 5151', 'doc_id': 623, 'term_frequency': 1}, {'course_id': 'CSI 5167', 'doc_id': 633, 'term_frequency': 1}, {'course_id': 'CSI 5380', 'doc_id': 646, 'term_frequency': 1}]"
interior,1,"[{'course_id': 'CSI 4150', 'doc_id': 589, 'term_frequency': 1}]"
intermedi,2,"[{'course_id': 'MAT 1320', 'doc_id': 363, 'term_frequency': 1}, {'course_id': 'MAT 1325', 'doc_id': 365, 'term_frequency': 1}]"
intern,23,"[{'course_id': 'ADM 3318', 'doc_id': 27, 'term_frequency': 2}, {'course_id': 'ADM 3319', 'doc_id': 28, 'term_frequency': 2}, {'course_id': 'ADM 3333', 'doc_id': 33, 'term_frequency': 1}, {'course_id': 'ADM 3337', 'doc_id': 35, 'term_frequency': 1}, {'course_id': 'ADM 3349', 'doc_id': 39, 'term_frequency': 1}, {'course_id': 'ADM 3358', 'doc_id': 44, 'term_frequency': 1}, {'course_id': 'ADM 4328', 'doc_id': 67, 'term_frequency': 3}, {'course_id': 'ADM 4346', 'doc_id': 78, 'term_frequency': 1}, {'course_id': 'ADM 4354', 'doc_id': 84, 'term_frequency': 2}, {'course_id': 'ADM 5310', 'doc_id': 103, 'term_frequency': 1}, {'course_id': 'ADM 6274', 'doc_id': 119, 'term_frequency': 8}, {'course_id': 'ADM 6277', 'doc_id': 122, 'term_frequency': 1}, {'course_id': 'ADM 6286', 'doc_id': 125, 'term_frequency': 8}, {'course_id': 'ADM 6319', 'doc_id': 132, 'term_frequency': 1}, {'course_id': 'ADM 6325', 'doc_id': 138, 'term_frequency': 1}, {'course_id': 'ADM 6326', 'doc_id': 139, 'term_frequency': 1}, {'course_id': 'ADM 6344', 'doc_id': 148, 'term_frequency': 1}, {'course_id': 'ADM 6354', 'doc_id': 152, 'term_frequency': 2}, {'course_id': 'ADM 6395', 'doc_id': 167, 'term_frequency': 1}, {'course_id': 'PSY 5133', 'doc_id': 239, 'term_frequency': 1}, {'course_id': 'PSY 6134', 'doc_id': 283, 'term_frequency': 1}, {'course_id': 'PSY 6931', 'doc_id': 317, 'term_frequency': 1}, {'course_id': 'CSI 4139', 'doc_id': 584, 'term_frequency': 1}]"
internation,2,"[{'course_id': 'ADM 6325', 'doc_id': 138, 'term_frequency': 1}, {'course_id': 'CSI 5380', 'doc_id': 646, 'term_frequency': 1}]"
internet,8,"[{'course_id': 'ADM 4312', 'doc_id': 58, 'term_frequency': 1}, {'course_id': 'ADM 4326', 'doc_id': 66, 'term_frequency': 1}, {'course_id': 'ADM 4378', 'doc_id': 90, 'term_frequency': 2}, {'course_id': 'ADM 4379', 'doc_id': 91, 'term_frequency': 1}, {'course_id': 'ADM 6420', 'doc_id': 169, 'term_frequency': 2}, {'course_id': 'CSI 3140', 'doc_id': 567, 'term_frequency': 1}, {'course_id': 'CSI 5115', 'doc_id': 600, 'term_frequency': 1}, {'course_id': 'CSI 5169', 'doc_id': 635, 'term_frequency': 1}]"
internship,3,"[{'course_id': 'ADM 4904', 'doc_id': 96, 'term_frequency': 3}, {'course_id': 'ADM 4905', 'doc_id': 97, 'term_frequency': 3}, {'course_id': 'MAT 5996', 'doc_id': 534, 'term_frequency': 1}]"
interperson,4,"[{'course_id': 'PSY 2110', 'doc_id': 175, 'term_frequency': 1}, {'course_id': 'PSY 3102', 'doc_id': 182, 'term_frequency': 2}, {'course_id': 'PSY 3128', 'doc_id': 192, 'term_frequency': 1}]"
interplay,1,"[{'course_id': 'CSI 5152', 'doc_id': 624, 'term_frequency': 2}]"
interpol,2,"[{'course_id': 'MAT 1318', 'doc_id': 362, 'term_frequency': 1}, {'course_id': 'MAT 3380', 'doc_id': 412, 'term_frequency': 1}]"
interpret,12,"[{'course_id': 'ADM 2302', 'doc_id': 6, 'term_frequency': 1}, {'course_id': 'ADM 3305', 'doc_id': 22, 'term_frequency': 1}, {'course_id': 'ADM 3323', 'doc_id': 31, 'term_frequency': 1}, {'course_id': 'ADM 3360', 'doc_id': 45, 'term_frequency': 1}, {'course_id': 'ADM 5341', 'doc_id': 107, 'term_frequency': 1}, {'course_id': 'ADM 6320', 'doc_id': 133, 'term_frequency': 1}, {'course_id': 'PSY 5105', 'doc_id': 232, 'term_frequency': 1}, {'course_id': 'PSY 5202', 'doc_id': 243, 'term_frequency': 3}, {'course_id': 'PSY 6146', 'doc_id': 287, 'term_frequency': 1}, {'course_id': 'PSY 6946', 'doc_id': 321, 'term_frequency': 1}, {'course_id': 'MAT 1339', 'doc_id': 368, 'term_frequency': 1}, {'course_id': 'CSI 3140', 'doc_id': 567, 'term_frequency': 1}]"
interrel,1,"[{'course_id': 'ADM 5310', 'doc_id': 103, 'term_frequency': 1}]"
intersect,1,"[{'course_id': 'MAT 1339', 'doc_id': 368, 'term_frequency': 1}]"
intertwin,2,"[{'course_id': 'ADM 3317', 'doc_id': 26, 'term_frequency': 1}, {'course_id': 'MAT 4343', 'doc_id': 434, 'term_frequency': 1}]"
interv,6,"[{'course_id': 'ADM 2304', 'doc_id': 8, 'term_frequency': 1}, {'course_id': 'ADM 5300', 'doc_id': 102, 'term_frequency': 1}, {'course_id': 'MAT 2375', 'doc_id': 388, 'term_frequency': 1}, {'course_id': 'MAT 5176', 'doc_id': 491, 'term_frequency': 1}, {'course_id': 'MAT 5182', 'doc_id': 495, 'term_frequency': 1}]"
intervent,18,"[{'course_id': 'ADM 4337', 'doc_id': 70, 'term_frequency': 1}, {'course_id': 'ADM 6331', 'doc_id': 141, 'term_frequency': 1}, {'course_id': 'PSY 3128', 'doc_id': 192, 'term_frequency': 1}, {'course_id': 'PSY 3306', 'doc_id': 202, 'term_frequency': 2}, {'course_id': 'PSY 4105', 'doc_id': 207, 'term_frequency': 1}, {'course_id': 'PSY 4134', 'doc_id': 212, 'term_frequency': 1}, {'course_id': 'PSY 4372', 'doc_id': 224, 'term_frequency': 1}, {'course_id': 'PSY 5207', 'doc_id': 246, 'term_frequency': 6}, {'course_id': 'PSY 6113', 'doc_id': 272, 'term_frequency': 1}, {'course_id': 'PSY 6116', 'doc_id': 275, 'term_frequency': 1}, {'course_id': 'PSY 6147', 'doc_id': 288, 'term_frequency': 2}, {'course_id': 'PSY 6176', 'doc_id': 300, 'term_frequency': 1}, {'course_id': 'PSY 6182', 'doc_id': 301, 'term_frequency': 1}, {'course_id': 'PSY 6905', 'doc_id': 310, 'term_frequency': 1}, {'course_id': 'PSY 6947', 'doc_id': 322, 'term_frequency': 2}, {'course_id': 'PSY 6975', 'doc_id': 330, 'term_frequency': 1}, {'course_id': 'PSY 6982', 'doc_id': 331, 'term_frequency': 1}, {'course_id': 'PSY 7124', 'doc_id': 347, 'term_frequency': 1}]"
